Secs, Nsecs, X, Y, Yaw
1590514852,961171865,12.9853198285348,-1.97795784444006,0.119548917901078
1590514853,242189407,13.0846229416238,-1.96602895122432,0.11956179271965
1590514853,668189526,13.1839256900186,-1.95409750790048,0.119600417220086
1590514853,951189518,13.2832277090252,-1.94216096436045,0.119664791536285
1590514854,467964888,13.3825286339494,-1.93021677049615,0.119754915890562
1590514854,858189583,13.4818281000972,-1.91826237619949,0.119870790592368
1590514855,263365507,13.5811257427743,-1.90629523136236,0.1200124160365
1590514855,659644127,13.6804211972867,-1.89431278587668,0.120179792700798
1590514856,30294180,13.7797140989403,-1.88231248963435,0.120372921143332
1590514856,331384897,13.8790040830409,-1.87029179252729,0.120591801999078
1590514856,756384850,13.9782907848944,-1.8582481444474,0.120836435976081
1590514857,130296946,14.0775738398068,-1.84617899528659,0.121106823851102
1590514857,559490204,14.1768528830838,-1.83408179493676,0.12140296646476
1590514857,890180826,14.2761275500313,-1.82195399328983,0.121724864716154
1590514858,202180862,14.3753974759553,-1.80979304023771,0.122072519556979
1590514858,485180855,14.4746622961616,-1.79759638567229,0.122445931985126
1590514858,865988255,14.573921645956,-1.78536147948549,0.122845103037763
1590514859,80302000,14.6731751606446,-1.77308577156922,0.123270033783917
1590514859,477180719,14.7724224755331,-1.76076671181539,0.123720725316525
1590514859,680278540,14.8716632259274,-1.7484017501159,0.124197178743985
1590514859,931180716,14.9708970471334,-1.73598833636266,0.124699395181184
1590514860,257712126,15.0701235744571,-1.72352392044757,0.12522737574002
1590514860,530301094,15.1693424432041,-1.71100595226256,0.125781121519397
1590514860,930295229,15.2685532886806,-1.69843188169951,0.12636063359472
1590514861,258583307,15.3677557461922,-1.68579915865035,0.126965913006866
1590514861,632067442,15.466949451045,-1.67310523300698,0.127596960750638
1590514862,58671236,15.5661340385447,-1.66034755466131,0.128253777762714
1590514862,371307135,15.6653091439974,-1.64752357350525,0.128936364909073
1590514862,658645391,15.7644744027087,-1.63463073943069,0.129644722971907
1590514862,851067543,15.8636294499847,-1.62166650232956,0.130378852636018
1590514863,446378708,15.9627739211312,-1.60862831209376,0.131138754474705
1590514863,830279589,16.061907451454,-1.5955136186152,0.131924428935132
1590514864,155378819,16.1610296762592,-1.58231987178579,0.132735876323178
1590514864,693378925,16.2601402308524,-1.56904452149742,0.133573096787784
1590514865,157378912,16.3592387505397,-1.55568501764202,0.134436090304775
1590514865,469317913,16.4583248706269,-1.54223881011149,0.135324856660175
1590514865,753317833,16.5573982264199,-1.52870334879773,0.136239395433012
1590514866,130265236,16.6564584532245,-1.51507608359267,0.137179705977603
1590514866,530312538,16.7555051863466,-1.50135446438819,0.138145787405338
1590514866,930238962,16.8545380610922,-1.48753594107622,0.139137638565949
1590514867,430241823,16.9535567127671,-1.47361796354865,0.14015525802827
1590514867,830280781,17.0525607766771,-1.4595979816974,0.141198644060496
1590514868,280242920,17.1515498881282,-1.44547344541438,0.142267794609926
1590514868,660578728,17.2505236824262,-1.43124180459149,0.143362707282213
1590514868,930238724,17.3494817948771,-1.41690050912064,0.144483379320106
1590514869,296478033,17.4484238607866,-1.40244700889373,0.145629807581692
1590514869,636478186,17.5473495154607,-1.38787875380269,0.146801988518145
1590514869,930324316,17.6462583942053,-1.37319319373941,0.14799991815097
1590514870,354128838,17.7451501619893,-1.3583880082811,0.149212343235942
1590514870,630239248,17.8440248981894,-1.34346408581683,0.150395832469072
1590514871,60484409,17.942882986777,-1.3284246732518,0.15154607259358
1590514871,430292845,18.0417248187694,-1.31327307204842,0.152663065210826
1590514871,734442234,18.1405507851839,-1.29801258366911,0.153746812211722
1590514872,159442186,18.2393612770377,-1.28264650957628,0.154797315739682
1590514872,499442339,18.3381566853481,-1.26717815123234,0.155814578154675
1590514872,858253479,18.4369374011324,-1.25161081009971,0.156798601998398
1590514873,259636879,18.5357038154078,-1.23594778764081,0.157749389960554
1590514873,580243349,18.6344563191918,-1.22019238531805,0.158666944846243
1590514873,930316210,18.7331953035014,-1.20434790459384,0.159551269544462
1590514874,398382664,18.8319211593541,-1.18841764693061,0.160402366997716
1590514874,860018492,18.9306342777671,-1.17240491379075,0.161220240172745
1590514875,135382652,19.0293350497576,-1.1563130066367,0.162004892032343
1590514875,589445353,19.128023866343,-1.14014522693086,0.162756325508309
1590514876,156445265,19.2267011185405,-1.12390487613566,0.163474543475481
1590514876,430266857,19.3253671973674,-1.10759525571349,0.164159548726895
1590514876,780276299,19.4240224938411,-1.09121966712679,0.164811343950038
1590514877,34445286,19.5226673989787,-1.07478141183796,0.165429931704206
1590514877,469836712,19.6213023037975,-1.05828379130941,0.166015314398968
1590514877,830295086,19.7199275993149,-1.04173010700358,0.166567494273727
1590514878,255970240,19.818543676548,-1.02512366038286,0.167086473378378
1590514878,630283356,19.9171509265143,-1.00846775290967,0.167572253555074
1590514878,959367752,20.0157497402365,-0.991765686043474,0.168024837520585
1590514879,237741947,20.1143405492395,-0.975020739629195,0.168444636673008
1590514879,730280399,20.2129239227537,-0.958236120023448,0.168831982823863
1590514880,155170441,20.3115004592484,-0.941415017979027,0.169186874596028
1590514880,430240393,20.4100707571929,-0.924560624248729,0.169509310770954
1590514880,957489014,20.5086354150564,-0.907676129585346,0.169799290277456
1590514881,230294704,20.6071950313084,-0.890764724741674,0.170056812181539
1590514881,533741951,20.7057502044181,-0.873829600470506,0.170281875677238
1590514881,859857798,20.8043015328549,-0.856873947524639,0.170474480078488
1590514882,43742180,20.902849615088,-0.839900956656866,0.170634624812016
1590514882,557025433,21.0013950495868,-0.822913818619981,0.170762309411256
1590514882,837742090,21.0999384348206,-0.80591572416678,0.170857533511293
1590514883,230238199,21.1984803692587,-0.788909864050056,0.170920296844826
1590514885,260659933,21.2970214513705,-0.771899429022605,0.170950599239163
1590514888,157093525,21.3955622796252,-0.754887609837222,0.170948440614238
1590514888,730279207,21.4941034524921,-0.737877597246699,0.170913820981652
1590514889,153872252,21.5926455684407,-0.720872582003833,0.170846740444741
1590514889,630293608,21.6911892259401,-0.703875754861418,0.170747199199673
1590514890,30719280,21.7897350234598,-0.686890306572247,0.170615197537563
1590514890,464668751,21.8882835594689,-0.669919427889117,0.170450735847619
1590514890,530239820,21.986835432437,-0.652966309564821,0.170253814621311
1590514891,130254984,22.0853912408331,-0.636034142352154,0.170024434457569
1590514891,659467936,22.1839515831268,-0.61912611700391,0.169762596068997
1590514891,742110729,22.2825170577872,-0.602245424272885,0.169468300289122
1590514892,330281496,22.3810882632838,-0.585395254911872,0.16914154808066
1590514892,860641956,22.4796657980858,-0.568578799673666,0.168782340544805
1590514893,38110733,22.5782502606625,-0.551799249311062,0.168390678931553
1590514893,465516090,22.6768422494833,-0.535059794576854,0.167966564651031
1590514893,634110689,22.7754422280119,-0.518362900735403,0.167542397177392
1590514894,180264950,22.8740491808549,-0.501703086022045,0.167217629591536
1590514894,456398964,22.9726611798404,-0.48506996361376,0.16699922428002
1590514894,957496166,23.0712762833365,-0.46845307435802,0.166887178693791
1590514895,130279541,23.1698925497114,-0.451841959102297,0.166881491366435
1590514895,655244589,23.2685080373334,-0.435226158694064,0.16698216195216
1590514896,52394152,23.3671208045706,-0.418595213980792,0.167189191227718
1590514896,330294847,23.4657289097912,-0.401938665809954,0.167502581058251
1590514896,635398865,23.5643304113634,-0.385246055029021,0.167922334327083
1590514896,930241108,23.6629233676554,-0.368506922485466,0.168448454829421
1590514897,337647676,23.7615058370354,-0.351710809026761,0.169080947129972
1590514897,764246225,23.8600758778716,-0.334847255500377,0.169819816384444
1590514898,59090137,23.9586315485321,-0.317905802753787,0.170665068124924
1590514898,237647772,24.0571709073853,-0.300875991634464,0.171616708009107
1590514898,730239153,24.1556920127992,-0.283747362989878,0.172674741533352
