Secs, Nsecs, X, Y, Yaw
1590519221,880293608,12.9853198285348,-1.97795784444006,0.119548917901078
1590519222,132700443,13.0846229416238,-1.96602895122432,0.11956179271965
1590519222,325280666,13.1839256900186,-1.95409750790048,0.119600417220086
1590519222,513782978,13.2832277090252,-1.94216096436045,0.119664791536285
1590519222,780309200,13.3825286339494,-1.93021677049615,0.119754915890562
1590519222,995783091,13.4818281000972,-1.91826237619949,0.119870790592368
1590519223,250782967,13.5811257427743,-1.90629523136236,0.1200124160365
1590519223,480278730,13.6804211972867,-1.89431278587668,0.120179792700798
1590519223,732832670,13.7797140989403,-1.88231248963435,0.120372921143332
1590519223,959832668,13.8790040830409,-1.87029179252729,0.120591801999078
1590519224,180293560,13.9782907848944,-1.8582481444474,0.120836435976081
1590519224,413832664,14.0775738398068,-1.84617899528659,0.121106823851102
1590519224,639832735,14.1768528830838,-1.83408179493676,0.12140296646476
1590519224,880294561,14.2761275500313,-1.82195399328983,0.121724864716154
1590519225,80284119,14.3753974759553,-1.80979304023771,0.122072519556979
1590519225,280305386,14.4746622961616,-1.79759638567229,0.122445931985126
1590519225,480237246,14.573921645956,-1.78536147948549,0.122845103037763
1590519225,660832644,14.6731751606446,-1.77308577156922,0.123270033783917
1590519225,831800938,14.7724224755331,-1.76076671181539,0.123720725316525
1590519226,832796,14.8716632259274,-1.7484017501159,0.124197178743985
1590519226,199011326,14.9708970471334,-1.73598833636266,0.124699395181184
1590519226,380281925,15.0701235744571,-1.72352392044757,0.12522737574002
1590519226,540011406,15.1693424432041,-1.71100595226256,0.125781121519397
1590519226,738011360,15.2685532886806,-1.69843188169951,0.12636063359472
1590519226,936011314,15.3677557461922,-1.68579915865035,0.126965913006866
1590519227,135011196,15.466949451045,-1.67310523300698,0.127596960750638
1590519227,333011389,15.5661340385447,-1.66034755466131,0.128253777762714
1590519227,560011387,15.6653091439974,-1.64752357350525,0.128936364909073
1590519227,758011341,15.7644744027087,-1.63463073943069,0.129644722971907
1590519227,957011223,15.8636294499847,-1.62166650232956,0.130378852636018
1590519228,184011221,15.9627739211312,-1.60862831209376,0.131138754474705
1590519228,439011335,16.061907451454,-1.5955136186152,0.131924428935132
1590519228,680220127,16.1610296762592,-1.58231987178579,0.132735876323178
1590519228,891961575,16.2601402308524,-1.56904452149742,0.133573096787784
1590519229,146961451,16.3592387505397,-1.55568501764202,0.134436090304775
1590519229,380241632,16.4583248706269,-1.54223881011149,0.135324856660175
1590519229,580293894,16.5573982264199,-1.52870334879773,0.136239395433012
1590519229,798961639,16.6564584532245,-1.51507608359267,0.137179705977603
1590519229,997961521,16.7555051863466,-1.50135446438819,0.138145787405338
1590519230,280961514,16.8545380610922,-1.48753594107622,0.139137638565949
1590519230,507961512,16.9535567127671,-1.47361796354865,0.14015525802827
1590519230,780294418,17.0525607766771,-1.4595979816974,0.141198644060496
1590519230,989961624,17.1515498881282,-1.44547344541438,0.142267794609926
1590519231,280284166,17.2505236824262,-1.43124180459149,0.143362707282213
1590519231,480294466,17.3494817948771,-1.41690050912064,0.144483379320106
1590519231,698027611,17.4484238607866,-1.40244700889373,0.145629807581692
1590519231,907027483,17.5473495154607,-1.38787875380269,0.146801988518145
1590519232,134027481,17.6462583942053,-1.37319319373941,0.14799991815097
1590519232,304027557,17.7451501619893,-1.3583880082811,0.149212343235942
1590519232,502027512,17.8440248981894,-1.34346408581683,0.150395832469072
1590519232,701027632,17.942882986777,-1.3284246732518,0.15154607259358
1590519232,956027508,18.0417248187694,-1.31327307204842,0.152663065210826
1590519233,182027578,18.1405507851839,-1.29801258366911,0.153746812211722
1590519233,381027699,18.2393612770377,-1.28264650957628,0.154797315739682
1590519233,580240965,18.3381566853481,-1.26717815123234,0.155814578154675
1590519233,806334257,18.4369374011324,-1.25161081009971,0.156798601998398
1590519234,33334255,18.5357038154078,-1.23594778764081,0.157749389960554
1590519234,231334209,18.6344563191918,-1.22019238531805,0.158666944846243
1590519234,480304480,18.7331953035014,-1.20434790459384,0.159551269544462
1590519234,685334206,18.8319211593541,-1.18841764693061,0.160402366997716
1590519234,940334082,18.9306342777671,-1.17240491379075,0.161220240172745
1590519235,180294991,19.0293350497576,-1.1563130066367,0.162004892032343
1590519235,393334150,19.128023866343,-1.14014522693086,0.162756325508309
1590519235,648334265,19.2267011185405,-1.12390487613566,0.163474543475481
1590519235,880238771,19.3253671973674,-1.10759525571349,0.164159548726895
1590519236,130298376,19.4240224938411,-1.09121966712679,0.164811343950038
1590519236,357034445,19.5226673989787,-1.07478141183796,0.165429931704206
1590519236,584034443,19.6213023037975,-1.05828379130941,0.166015314398968
1590519236,811034441,19.7199275993149,-1.04173010700358,0.166567494273727
1590519237,37034273,19.818543676548,-1.02512366038286,0.167086473378378
1590519237,236034393,19.9171509265143,-1.00846775290967,0.167572253555074
1590519237,480263710,20.0157497402365,-0.991765686043474,0.168024837520585
1590519237,689034462,20.1143405492395,-0.975020739629195,0.168444636673008
1590519237,916034460,20.2129239227537,-0.958236120023448,0.168831982823863
1590519238,143034458,20.3115004592484,-0.941415017979027,0.169186874596028
1590519238,341034412,20.4100707571929,-0.924560624248729,0.169509310770954
1590519238,580238342,20.5086354150564,-0.907676129585346,0.169799290277456
1590519238,795206308,20.6071950313084,-0.890764724741674,0.170056812181539
1590519238,993206263,20.7057502044181,-0.873829600470506,0.170281875677238
1590519239,230256319,20.8043015328549,-0.856873947524639,0.170474480078488
1590519239,430293322,20.902849615088,-0.839900956656866,0.170634624812016
1590519239,645206213,21.0013950495868,-0.822913818619981,0.170762309411256
1590519239,843206167,21.0999384348206,-0.80591572416678,0.170857533511293
1590519240,80239534,21.1984803692587,-0.788909864050056,0.170920296844826
1590519240,280280828,21.2970214513705,-0.771899429022605,0.170950599239163
1590519240,480280161,21.3955622796252,-0.754887609837222,0.170948440614238
1590519240,680237770,21.4941034524921,-0.737877597246699,0.170913820981652
1590519240,892206192,21.5926455684407,-0.720872582003833,0.170846740444741
1590519241,130253792,21.6911892259401,-0.703875754861418,0.170747199199673
1590519241,345882177,21.7897350234598,-0.686890306572247,0.170615197537563
1590519241,580239058,21.8882835594689,-0.669919427889117,0.170450735847619
1590519241,780239105,21.986835432437,-0.652966309564821,0.170253814621311
1590519241,997882128,22.0853912408331,-0.636034142352154,0.170024434457569
1590519242,195882082,22.1839515831268,-0.61912611700391,0.169762596068997
1590519242,422882080,22.2825170577872,-0.602245424272885,0.169468300289122
1590519242,620882034,22.3810882632838,-0.585395254911872,0.16914154808066
1590519242,880294323,22.4796657980858,-0.568578799673666,0.168782340544805
1590519243,102882147,22.5782502606625,-0.551799249311062,0.168390678931553
1590519243,301882029,22.6768422494833,-0.535059794576854,0.167966564651031
1590519243,556882143,22.7754422280119,-0.518362900735403,0.167542397177392
1590519243,755095720,22.8740491808549,-0.501703086022045,0.167217629591536
1590519243,982095718,22.9726611798404,-0.48506996361376,0.16699922428002
1590519244,180239201,23.0712762833365,-0.46845307435802,0.166887178693791
1590519244,407095671,23.1698925497114,-0.451841959102297,0.166881491366435
1590519244,634095669,23.2685080373334,-0.435226158694064,0.16698216195216
1590519244,832095623,23.3671208045706,-0.418595213980792,0.167189191227718
1590519245,80288410,23.4657289097912,-0.401938665809954,0.167502581058251
1590519245,286095619,23.5643304113634,-0.385246055029021,0.167922334327083
1590519245,484095573,23.6629233676554,-0.368506922485466,0.168448454829421
1590519245,711095572,23.7615058370354,-0.351710809026761,0.169080947129972
1590519245,938095570,23.8600758778716,-0.334847255500377,0.169819816384444
1590519246,136153698,23.9586315485321,-0.317905802753787,0.170665068124924
1590519246,335153580,24.0571709073853,-0.300875991634464,0.171616708009107
1590519246,561153650,24.1556920127992,-0.283747362989878,0.172674741533352
1590519246,780283928,24.2541929231422,-0.266509457667503,0.173839173709565
1590519246,987153769,24.3526716967823,-0.24915181651481,0.175110008705884
1590519247,213153601,24.4511263920877,-0.231663980379271,0.176487249451165
1590519247,412153721,24.5495550674267,-0.214035490108359,0.177970897203294
1590519247,610153675,24.6479557811675,-0.196255886549545,0.179560951081339
1590519247,837153673,24.7463265916782,-0.178314710550302,0.181257407561579
1590519248,35153627,24.8446656231022,-0.160201856521112,0.183036994401055
1590519248,234153748,24.9429728046842,-0.141916921882011,0.184737722879891
1590519248,432153702,25.0412500498245,-0.123470169537464,0.18632847731273
1590519248,659477949,25.1394993736097,-0.104872408989836,0.187809251626437
1590519248,880239725,25.2377227911265,-0.0861344497414942,0.189180042720197
1590519249,84477901,25.3359223174617,-0.0672671012948049,0.190440849928225
1590519249,326084614,25.4340999677018,-0.0482811731521344,0.1915916745223
1590519249,510477781,25.5322577569335,-0.0291874748158496,0.192632519254196
1590519249,780296326,25.6303977002437,-0.00999681578831696,0.193563387938037
1590519249,980301857,25.7285218127189,0.00927999442809722,0.194384285072601
1590519250,190477848,25.8266321094458,0.0286321463310264,0.19509521550358
1590519250,417477846,25.9247306055112,0.0480488304181044,0.195696184125783
1590519250,680287361,26.0228193160016,0.0675192371869641,0.196187195625282
1590519250,898477793,26.1209002560039,0.0870325571352393,0.196568254261485
1590519251,97222090,26.2189754406046,0.106577980760564,0.196839363689108
1590519251,330294132,26.3170468848906,0.12614469856057,0.197000526820044
1590519251,522222042,26.4151166039483,0.145721901032893,0.197051745725099
1590519251,720221996,26.5131866128647,0.165298778675166,0.196993021575599
1590519251,980284452,26.6112589267262,0.184864521985021,0.19682435462484
1590519252,180237532,26.7093355606197,0.204408321460093,0.196545744229396
1590519252,401221991,26.8074185296317,0.223919367598016,0.196157188910278
1590519252,599221945,26.9055098488491,0.243386850896422,0.195658686453938
1590519252,830280066,27.0036115333584,0.262799961852944,0.195050234053146
1590519253,81222057,27.1017255982464,0.282147890965218,0.194331828487742
1590519253,280282021,27.1998540585998,0.301419828730876,0.193503466345272
1590519253,506222010,27.2979989295052,0.320604965647551,0.19256514428153
1590519253,705151320,27.3961622260493,0.339692492212877,0.191516859321012
1590519253,903151274,27.4943456576869,0.358673228998207,0.190418058906838
1590519254,101151466,27.5925489246485,0.377548712680004,0.189376797354813
1590519254,330294371,27.6907709157871,0.396324807379724,0.188395336150039
1590519254,555151463,27.789010517693,0.415007389285499,0.187473677957261
1590519254,782151461,27.8872666169569,0.433602334585461,0.186611824765968
1590519254,980239630,27.985538100169,0.45211551946774,0.185809777989256
1590519255,180257797,28.08382385392,0.470552820120467,0.185067538556293
1590519255,405151367,28.1821227648002,0.488920112731773,0.184385106998376
1590519255,604151487,28.2804337194002,0.50722327348979,0.183762483528574
1590519255,830286503,28.3787556043104,0.52546817858265,0.183199668114964
1590519256,80254316,28.4770873061213,0.543660704198482,0.182696660547443
1590519256,283990383,28.5754277114233,0.561806726525419,0.182253460498121
1590519256,538990259,28.6737757068069,0.579912121751591,0.181870067575302
1590519256,736990452,28.7721301788627,0.59798276606513,0.181546481371043
1590519256,980241060,28.870490014181,0.616024535654167,0.181282701502289
1590519257,190990448,28.9688540993523,0.634043306706832,0.181078727645599
1590519257,417990446,29.0672213209672,0.652044955411258,0.180934559565448
1590519257,630281687,29.165590565616,0.670035357955576,0.180850197136111
1590519257,842990398,29.2639607198892,0.688020390527915,0.180825640357136
1590519258,80990314,29.3623306703774,0.706005929316409,0.180860889362392
1590519258,280293703,29.4606993036709,0.723997850509187,0.180955944422711
1590519258,521143675,29.5590655063603,0.742002030294382,0.181110805942102
1590519258,732808828,29.657428165036,0.760024344860124,0.181325474447557
1590519258,902808905,29.7557861662884,0.778070670394544,0.181599950572433
1590519259,157808781,29.8541384072355,0.796146828044194,0.18192963851479
1590519259,380249023,29.9524842910298,0.814255993170598,0.182264234708551
